날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1955-09-30,108,20.8,15.2,27.6
1955-10-01,108,19.3,12,27.3
1955-10-02,108,20,15.7,27.2
1955-10-03,108,18,14.1,23.9
1955-10-04,108,17.5,11.4,25.2
1955-10-05,108,17.5,12.6,24.2
1955-10-06,108,14.8,13.1,16.1
1955-10-07,108,7.5,5,13.6
1955-10-08,108,7.5,1.3,15.2
1955-10-09,108,11.3,3.6,18.9
1955-10-10,108,13.1,8.8,19.4
1955-10-11,108,12.9,5.7,20.2
1955-10-12,108,12.7,5,21.3
1955-10-13,108,12.1,9.8,14.3
1955-10-14,108,11.5,10.1,15.9
1955-10-15,108,13.4,9.9,17.9
1955-10-16,108,12.5,7.3,19.4
1955-10-17,108,13.5,9.9,17.2
1955-10-18,108,12.7,7.8,16.1
1955-10-19,108,10.5,3.7,17.8
1955-10-20,108,10.3,5.8,15.1
1955-10-21,108,8.8,5.1,13.8
1955-10-22,108,8.5,2.2,15.2
1955-10-23,108,10.3,4.2,16.7
1955-10-24,108,12.3,5.9,19.7
1955-10-25,108,13.8,8.1,19.2
1955-10-26,108,14.3,9.4,21
1955-10-27,108,13.7,7.7,19.9
1955-10-28,108,12.8,11.4,16.1
1955-10-29,108,12.2,6.7,17.7
1955-10-30,108,5.4,1.7,10.3
1955-10-31,108,8.4,1.4,14.7
1955-11-01,108,10.7,4.3,17.3
1955-11-02,108,9.1,3.2,11.9
1955-11-03,108,7.5,3.4,12.2
1955-11-04,108,8.2,2.6,12.7
1955-11-05,108,5.3,0.5,10.1
1955-11-06,108,1.3,-1.6,5.1
1955-11-07,108,1.1,-2.6,5.8
1955-11-08,108,1.6,-2.5,6.6
1955-11-09,108,1.2,-2.8,4.9
1955-11-10,108,3,-3.3,8.9
1955-11-11,108,5.4,-1.5,11.9
1955-11-12,108,8.5,4.1,14.1
1955-11-13,108,10.2,4.8,16.8
1955-11-14,108,9.8,3.1,18.3
1955-11-15,108,9.5,3.7,13.6
1955-11-16,108,0.1,-2.8,3.7
1955-11-17,108,2.2,-4.1,8.9
1955-11-18,108,5.1,-0.8,10.9
1955-11-19,108,5.2,-0.2,10.7
1955-11-20,108,6.4,1.3,10.9
1955-11-21,108,7.3,5.7,8.5
1955-11-22,108,6.5,3.7,9.5
1955-11-23,108,4.2,1.2,8.3
1955-11-24,108,5.6,-0.9,11.4
1955-11-25,108,8.6,4.9,14
1955-11-26,108,8.1,1.6,12.6
1955-11-27,108,9.5,5.3,13.5
1955-11-28,108,4.6,2.7,9.2
1955-11-29,108,5.4,2.9,9.4
1955-11-30,108,4.6,1.4,9
1955-12-01,108,1.7,-2.4,7.8
1955-12-02,108,1.6,-4.5,6.9
1955-12-03,108,3.9,-1.7,9.8
1955-12-04,108,5.7,0.7,10.6
1955-12-05,108,6.6,0.6,12.9
1955-12-06,108,-1.1,-3.5,2.7
1955-12-07,108,-1.4,-4.2,1.3
1955-12-08,108,-0.9,-4.5,2.8
1955-12-09,108,-0.2,-5.4,4.9
1955-12-10,108,2.3,-2.1,5.4
1955-12-11,108,7,4,12.6
1955-12-12,108,4.1,-0.3,10.7
1955-12-13,108,5.3,2.9,10.1
1955-12-14,108,6.5,3.6,8.7
1955-12-15,108,3.5,-3,8.6
1955-12-16,108,-3,-5.8,0.3
1955-12-17,108,-5.8,-9.7,-3.1
1955-12-18,108,-2.2,-7.5,2.1
1955-12-19,108,1.5,-4.5,8
1955-12-20,108,1.2,-0.5,2.6
1955-12-21,108,-2.7,-7.2,0.6
1955-12-22,108,-5.4,-9.7,-1.3
1955-12-23,108,0.1,-4.3,5.4
1955-12-24,108,0.7,-0.5,1.4
1955-12-25,108,2.8,-2,7.6
1955-12-26,108,4.4,1.1,7.8
1955-12-27,108,4.8,0.2,9.1
1955-12-28,108,-2.7,-4.7,2.9
1955-12-29,108,-4.9,-7.8,-2.2
1955-12-30,108,-6.8,-9.5,-3.5
1955-12-31,108,-6.5,-9.2,-2.9
1956-01-01,108,-5.5,-10.1,-0.8
1956-01-02,108,-3.9,-9.7,1
1956-01-03,108,-1.1,-8.5,5.7
1956-01-04,108,2.2,-3,8.7
1956-01-05,108,-0.4,-3.1,1.8
1956-01-06,108,-5.6,-10.1,-2.8
1956-01-07,108,-11.4,-13.8,-8.3
1956-01-08,108,-11.9,-15,-7.5
1956-01-09,108,-10.9,-15.7,-6.9
1956-01-10,108,-6.3,-14.3,-0.5
1956-01-11,108,-4.9,-7.9,-1.8
1956-01-12,108,-1,-7.5,3.5
1956-01-13,108,-2.5,-6.8,2.9
1956-01-14,108,-4.3,-9.8,0.3
1956-01-15,108,-3.4,-6.8,0.9
1956-01-16,108,-4.2,-11.1,1.3
1956-01-17,108,0.8,-3,6.4
1956-01-18,108,2.1,-2.9,4.6
1956-01-19,108,-3.5,-6.9,0.7
1956-01-20,108,-2,-6.1,1.2
1956-01-21,108,-1.5,-3.1,-0.1
1956-01-22,108,-4.5,-11.1,-0.9
1956-01-23,108,-9.5,-13.4,-4.9
1956-01-24,108,-8.1,-12.9,-3.2
1956-01-25,108,-8.1,-12,-4.3
1956-01-26,108,-4.8,-9.4,-1.1
1956-01-27,108,-0.7,-5.6,3.9
1956-01-28,108,-3.3,-6.1,1.4
1956-01-29,108,-2.3,-8.7,3.5
1956-01-30,108,0.9,-2.3,6.7
1956-01-31,108,-3.1,-8,1.9
1956-02-01,108,-6.2,-10.9,-1.3
1956-02-02,108,-3.7,-10,2.1
1956-02-03,108,-2,-8.6,4.3
1956-02-04,108,0.3,-3,5.1
1956-02-05,108,-2.9,-6.7,1.3
1956-02-06,108,0.9,-4.5,6
1956-02-07,108,0.7,-2.8,3.9
1956-02-08,108,-5.1,-10.5,0.3
1956-02-09,108,-8.8,-12.6,-3.9
1956-02-10,108,-8.2,-12.4,-2.9
1956-02-11,108,-6.6,-10.6,-2.3
1956-02-12,108,-4.3,-9.4,1.3
1956-02-13,108,-1.9,-9.1,4
1956-02-14,108,0.3,-3.9,5.3
1956-02-15,108,-0.8,-5.9,3.4
1956-02-16,108,-8.9,-11.6,-5.3
1956-02-17,108,-9.8,-13.1,-5.9
1956-02-18,108,-7.8,-12.7,-2.2
1956-02-19,108,-5,-9.8,-0.4
1956-02-20,108,-4.9,-8.6,0
1956-02-21,108,-6.9,-11,-2
1956-02-22,108,-4.9,-9.6,0.7
1956-02-23,108,-2,-5.1,4.1
1956-02-24,108,-3.2,-8.6,2.9
1956-02-25,108,-0.9,-8.8,6.5
1956-02-26,108,2.8,-0.9,7.2
1956-02-27,108,3.2,0.4,6
1956-02-28,108,-0.8,-3.2,1.1
1956-02-29,108,-2.3,-5.1,0.1
1956-03-01,108,-2.3,-5.3,1.5
1956-03-02,108,-2.1,-7.5,2.8
1956-03-03,108,-0.1,-2.2,1.1
1956-03-04,108,0,-4.2,4.8
1956-03-05,108,3.6,-1.9,8.4
1956-03-06,108,2.4,-0.7,4.1
1956-03-07,108,-1.7,-3.6,0.9
1956-03-08,108,-3.8,-6.9,0.3
1956-03-09,108,-2.6,-6.8,2.1
1956-03-10,108,-1.3,-5.5,2.7
1956-03-11,108,-3,-6.4,-0.3
1956-03-12,108,-4.5,-8.5,-0.3
1956-03-13,108,1.6,-4.1,8.8
1956-03-14,108,6.5,-0.2,11.2
1956-03-15,108,11.5,7.7,14.9
1956-03-16,108,8,3.1,14.5
1956-03-17,108,5.6,2.2,8.5
1956-03-18,108,5.5,2.6,8.1
1956-03-19,108,4.7,1.5,9.8
1956-03-20,108,4.4,1,10.5
1956-03-21,108,5.6,0.3,9.7
1956-03-22,108,10.9,5.6,15.6
1956-03-23,108,10.7,9.6,12.1
1956-03-24,108,9.8,7.5,11.9
1956-03-25,108,3.3,-0.1,7.5
1956-03-26,108,3.5,0.1,7.1
1956-03-27,108,5.8,1.1,12.7
1956-03-28,108,6.8,2.3,12.5
1956-03-29,108,9.8,5.6,15.7
1956-03-30,108,7.2,3.1,11.7
1956-03-31,108,8.1,0.5,15.8
1956-04-01,108,6.1,3.7,8.9
1956-04-02,108,3.4,1.4,5.5
1956-04-03,108,4.9,2.4,8.8
1956-04-04,108,5.6,2.2,11.3
1956-04-05,108,7.4,2.3,13.3
1956-04-06,108,6.8,2.9,10.4
1956-04-07,108,6.4,4.8,9.5
1956-04-08,108,7.3,4.8,11.1
1956-04-09,108,7.8,1.9,14.1
1956-04-10,108,7.6,4.9,12.9
1956-04-11,108,8.4,3.7,14
1956-04-12,108,9.9,7.1,13.9
1956-04-13,108,13.1,6.4,19.4
1956-04-14,108,13.9,11.7,18.2
1956-04-15,108,15.9,11.1,21.4
1956-04-16,108,13.5,7.9,15.3
1956-04-17,108,8.6,4.6,14.3
1956-04-18,108,8.9,6.2,13.5
1956-04-19,108,10.1,8.1,13.4
1956-04-20,108,10.1,5.5,16.3
1956-04-21,108,13.3,4.7,21.4
1956-04-22,108,15.2,8.5,21.4
1956-04-23,108,12,6.9,17.7
1956-04-24,108,10.7,4.1,16.7
1956-04-25,108,11,7.3,17.6
1956-04-26,108,9.2,6.9,14.1
1956-04-27,108,8.4,3.6,14
1956-04-28,108,8.2,3.8,14.5
1956-04-29,108,9.2,3.3,16.1
1956-04-30,108,12.4,5.1,18.4
1956-05-01,108,13.8,7.4,20.7
1956-05-02,108,9.9,6.3,15.3
1956-05-03,108,13.8,7.1,21.5
1956-05-04,108,16.7,9.1,26.7
1956-05-05,108,12.5,7.6,22.5
1956-05-06,108,12.2,7.6,17.8
1956-05-07,108,12.4,9.8,17
1956-05-08,108,14,7.4,22.5
1956-05-09,108,15.1,9,22.1
1956-05-10,108,10.4,9.4,14.6
1956-05-11,108,11.4,8.5,16.5
1956-05-12,108,12.4,7.7,18.7
1956-05-13,108,13.6,9.1,20.1
1956-05-14,108,14,8.3,21.7
1956-05-15,108,14.8,9.8,22.3
1956-05-16,108,15.3,10.3,22.9
1956-05-17,108,15,9.8,20.1
1956-05-18,108,16.8,10.6,25
1956-05-19,108,13.7,10.1,20
1956-05-20,108,17.9,13,26.2
1956-05-21,108,18.8,14.1,24.4
1956-05-22,108,19.1,14.7,25.6
1956-05-23,108,17.8,14.1,22.3
1956-05-24,108,18.4,13.2,24.8
1956-05-25,108,14.4,11.7,16.4
1956-05-26,108,15.3,11.9,19.5
1956-05-27,108,17,12.9,22.7
1956-05-28,108,18.4,12.1,26.4
1956-05-29,108,18.1,14.4,24.1
1956-05-30,108,16.5,14.3,21.5
1956-05-31,108,17.8,12.5,24.6
1956-06-01,108,21.7,16.2,27.8
1956-06-02,108,23.4,17.4,31.3
1956-06-03,108,23.3,18.8,30.6
1956-06-04,108,21.2,18,25.5
1956-06-05,108,18.9,17,24.4
1956-06-06,108,20.7,16.1,25.1
1956-06-07,108,19.7,17.2,25.7
1956-06-08,108,18.4,15.8,22.3
1956-06-09,108,22.1,16.9,28.8
1956-06-10,108,21.7,16.7,28.3
1956-06-11,108,18.1,14.9,20.9
1956-06-12,108,18.2,14.5,23.4
1956-06-13,108,17,14.2,21.5
1956-06-14,108,19.8,16.1,24.9
1956-06-15,108,21.4,16.1,29.4
1956-06-16,108,21.2,15.5,27.9
1956-06-17,108,16.6,15.7,17.9
1956-06-18,108,18.9,15.6,23.7
1956-06-19,108,20.7,17,24.7
1956-06-20,108,19,16.9,21.8
1956-06-21,108,20.7,16.7,25.3
1956-06-22,108,19,17,20.7
1956-06-23,108,17.5,14.3,21
1956-06-24,108,18.6,12.4,24.9
1956-06-25,108,17.5,15.2,21.3
1956-06-26,108,14.9,13.7,17.4
1956-06-27,108,15.9,13.1,19.5
1956-06-28,108,20,14.4,26.5
1956-06-29,108,22.2,16.6,28.3
1956-06-30,108,23.2,19.6,27.9
1956-07-01,108,24.3,20.4,29.7
1956-07-02,108,22.5,19.4,26.5
1956-07-03,108,22.8,17.6,27.9
1956-07-04,108,21.5,19.1,24.1
1956-07-05,108,20.1,19.3,22.4
1956-07-06,108,22.9,18.7,28.1
1956-07-07,108,21.2,17.5,27.4
1956-07-08,108,22,17.8,28.1
1956-07-09,108,22.4,18.5,26.1
1956-07-10,108,24.7,21.3,28.2
1956-07-11,108,25.2,22.4,29.7
1956-07-12,108,26,21.9,31
1956-07-13,108,23.6,22.1,25.3
1956-07-14,108,22.8,21.7,23.8
1956-07-15,108,23.5,21.4,24.5
1956-07-16,108,21.9,19.7,23.7
1956-07-17,108,24,19.5,30
1956-07-18,108,22,21,23.3
1956-07-19,108,24.5,21.5,26.7
1956-07-20,108,25.7,22.8,30.3
1956-07-21,108,26.7,24.1,30.7
1956-07-22,108,26,24.7,29.3
1956-07-23,108,23.5,22.1,26.7
1956-07-24,108,24.7,21.8,27.7
1956-07-25,108,26.6,23.9,30.8
1956-07-26,108,25.4,22.8,26.7
1956-07-27,108,27.6,24.9,31.7
1956-07-28,108,25,23.9,28
1956-07-29,108,27.5,24.2,33
1956-07-30,108,28.3,24.7,33.9
1956-07-31,108,29.6,25.5,34.7
1956-08-01,108,29.9,25.5,34.9
1956-08-02,108,30.3,26.4,35
1956-08-03,108,29.7,26.3,34.4
1956-08-04,108,27.6,25.2,32.7
1956-08-05,108,26.7,24.4,31.2
1956-08-06,108,25.8,23.9,28.9
1956-08-07,108,25.7,24.2,28.4
1956-08-08,108,26,23.8,30.6
1956-08-09,108,27.2,24.4,32.2
1956-08-10,108,27.3,23.9,33.7
1956-08-11,108,27.1,22.7,32.7
1956-08-12,108,26.9,23.4,32.6
1956-08-13,108,25.6,22.3,30.3
1956-08-14,108,26.3,21.8,32.1
1956-08-15,108,25.5,21.9,30.5
1956-08-16,108,25.6,22.5,29.5
1956-08-17,108,22.9,17.9,27.3
1956-08-18,108,21.5,15.5,27.6
1956-08-19,108,22.4,17.3,29.6
1956-08-20,108,22.9,19.4,28.7
1956-08-21,108,23,17.5,29.1
1956-08-22,108,23.9,19.4,29.2
1956-08-23,108,19.6,17.3,22.7
1956-08-24,108,20,16.7,25.5
1956-08-25,108,21.7,16.7,27.3
1956-08-26,108,23.4,19.8,27.9
1956-08-27,108,22.1,18.8,26.8
1956-08-28,108,22.7,18.8,26.8
1956-08-29,108,23.4,19.3,29.3
1956-08-30,108,23.6,18.3,30.3
1956-08-31,108,21.9,18.5,25.3
1956-09-01,108,22.1,20,24.2
1956-09-02,108,24.3,19.9,30.2
1956-09-03,108,24.8,21.7,30.3
1956-09-04,108,24.5,21.2,27.5
1956-09-05,108,27,23.9,29.5
1956-09-06,108,21.4,18.7,26.1
1956-09-07,108,21.6,17.7,27.3
1956-09-08,108,22.5,17.4,28.6
1956-09-09,108,17.6,16.7,18.7
1956-09-10,108,20.2,16.1,24.9
1956-09-11,108,19.9,15.6,24.6
1956-09-12,108,21.6,18.5,26.5
1956-09-13,108,21.1,17.3,26.6
1956-09-14,108,22,16.9,28.6
1956-09-15,108,20.3,17.6,22.8
1956-09-16,108,21.5,16.3,27
1956-09-17,108,21.2,15.9,27.7
1956-09-18,108,21.3,15.7,27.7
1956-09-19,108,19.2,15.9,20.7
1956-09-20,108,19.9,14.3,26.9
1956-09-21,108,18.9,16.6,20.7
1956-09-22,108,21.9,16.3,28.6
1956-09-23,108,22.5,17.4,29.6
1956-09-24,108,21,17.7,26.1
1956-09-25,108,16.9,11.4,20.9
1956-09-26,108,13.6,9.1,19.5
1956-09-27,108,13.5,7.5,20.3
1956-09-28,108,16.1,8.1,23.4
1956-09-29,108,17.4,11.4,24.5
1956-09-30,108,17.1,10.6,24.5
1956-10-01,108,18.5,12.8,24.9
1956-10-02,108,14.3,7.8,22.8
1956-10-03,108,11.1,4.4,18.8
1956-10-04,108,12.5,6.2,19.5
1956-10-05,108,15,9.2,22.8
1956-10-06,108,17.5,13,22.1
1956-10-07,108,18.6,14.4,23.9
1956-10-08,108,16,13.7,17.3
1956-10-09,108,18.3,13.9,22.7
1956-10-10,108,15.6,11.9,19.2
1956-10-11,108,8.3,4.3,12.2
1956-10-12,108,10.5,2.5,18.6
1956-10-13,108,14.2,8.7,20.2
1956-10-14,108,13.6,7.7,20.4
1956-10-15,108,14,9,20.7
1956-10-16,108,13.8,8.9,21.1
1956-10-17,108,13.7,7.8,20.4
1956-10-18,108,14.5,7.7,21.7
1956-10-19,108,6.4,1.9,14.9
1956-10-20,108,6.1,-1.1,13.4
1956-10-21,108,9.2,4.2,16.3
1956-10-22,108,11,3.1,20.4
1956-10-23,108,12.6,8.1,18.1
1956-10-24,108,9.6,5.1,15.7
1956-10-25,108,9.2,3.7,15.2
1956-10-26,108,9.4,1.9,16.7
1956-10-27,108,12.8,5.2,21.2
1956-10-28,108,14.5,6.4,22.8
1956-10-29,108,15.2,9.1,21.9
1956-10-30,108,12.8,8,16.7
1956-10-31,108,8.7,3.9,14.1
1956-11-01,108,10.8,4.1,17.7
1956-11-02,108,13.7,8.9,20.6
1956-11-03,108,11.1,4.1,19.5
1956-11-04,108,6.5,0.9,12.4
1956-11-05,108,7,2.7,13.8
1956-11-06,108,3.2,0.1,8.9
1956-11-07,108,4,-2.7,9.9
1956-11-08,108,10.7,3.9,17.2
1956-11-09,108,12.3,7.1,19.1
1956-11-10,108,10.5,7,14.3
1956-11-11,108,6,1,10.5
1956-11-12,108,2.1,-1.7,5.3
1956-11-13,108,6.7,1.2,12
1956-11-14,108,4.9,-2.2,10.5
1956-11-15,108,-2.3,-5,1.9
1956-11-16,108,-4.4,-7.9,-0.2
1956-11-17,108,-1.4,-7.5,3.5
1956-11-18,108,4.4,-1.5,10.7
1956-11-19,108,4.1,0.3,9.2
1956-11-20,108,1.7,-2.6,6.8
1956-11-21,108,1.5,-2.9,5.1
1956-11-22,108,0.2,-3.9,3.4
1956-11-23,108,-2.1,-4.9,2
1956-11-24,108,-3.2,-7.3,1.5
1956-11-25,108,-1.6,-7.8,4.8
1956-11-26,108,2.3,-1.9,8.9
1956-11-27,108,-3.6,-6.8,0.5
1956-11-28,108,-1.4,-8.8,3.3
1956-11-29,108,-3.2,-7,0.3
1956-11-30,108,-4.7,-8.6,-0.8
1956-12-01,108,-2.8,-5.5,-0.7
1956-12-02,108,2,-2,7.5
1956-12-03,108,4.6,-1.8,8.9
1956-12-04,108,1,-7,7.4
1956-12-05,108,-7.1,-9.7,-3.7
1956-12-06,108,-4.4,-7.9,-1.3
1956-12-07,108,-3.7,-9.5,1.3
1956-12-08,108,-9.1,-12.4,-4.8
1956-12-09,108,-11.4,-14.1,-8
1956-12-10,108,-12,-15,-8.3
1956-12-11,108,-8.8,-14.1,-4.1
1956-12-12,108,-6.4,-12.2,-1.3
1956-12-13,108,-7.8,-11.3,-2.7
1956-12-14,108,-10.3,-13.1,-6.9
1956-12-15,108,-9.7,-13.5,-6.2
1956-12-16,108,-5.9,-13.3,-0.9
1956-12-17,108,-5.1,-8.2,-2.8
1956-12-18,108,-6,-11.1,-2.1
1956-12-19,108,-5.4,-8.7,-2.9
1956-12-20,108,-5.9,-11.6,-0.5
1956-12-21,108,-9.7,-13,-4.2
1956-12-22,108,-11.4,-14.4,-8.3
1956-12-23,108,-10.6,-15.1,-6.6
1956-12-24,108,-10.1,-14.7,-5.5
1956-12-25,108,-8.6,-14.2,-3.9
1956-12-26,108,-4.3,-11.1,1
1956-12-27,108,-1.9,-4.7,1
1956-12-28,108,0.9,-2.4,4
1956-12-29,108,1.4,-4.5,7.8
1956-12-30,108,2.8,-0.9,6.3
1956-12-31,108,2.7,0.5,6.2
1957-01-01,108,2.2,-2.8,6.6
1957-01-02,108,3.6,1.5,6.3
1957-01-03,108,1.6,-1.6,5.1
1957-01-04,108,-1,-3.7,3.2
1957-01-05,108,-2.7,-5.8,1.4
1957-01-06,108,-7,-10.2,-3.3
1957-01-07,108,-7.3,-12.3,-2.3
1957-01-08,108,-4.7,-11,0.5
1957-01-09,108,-2,-6.4,1.2
1957-01-10,108,-1.1,-3.8,1.6
1957-01-11,108,-3.7,-8.2,0.7
1957-01-12,108,-10,-14.2,-6.9
1957-01-13,108,-6.2,-14.1,-0.7
1957-01-14,108,-1,-4.1,1.5
1957-01-15,108,-2.6,-6.2,-0.1
1957-01-16,108,-5.5,-9.5,-0.7
1957-01-17,108,-6.1,-11.3,-0.7
1957-01-18,108,-5.5,-7.9,-1.3
1957-01-19,108,-7.1,-11.8,-1.8
1957-01-20,108,-7.4,-12.2,-3.1
1957-01-21,108,-9,-13.1,-4.7
1957-01-22,108,-7.6,-14.5,-0.5
1957-01-23,108,-4.3,-11.1,0.5
1957-01-24,108,0.4,-2.4,4.6
1957-01-25,108,-0.1,-5.5,5.8
1957-01-26,108,0.7,-1.1,2.8
1957-01-27,108,-2.1,-4.2,0.7
1957-01-28,108,-0.6,-6.3,3.3
1957-01-29,108,1.7,-1.8,3.4
1957-01-30,108,-5.5,-8.3,-1.5
1957-01-31,108,-9.2,-11.9,-6.4
1957-02-01,108,-8.5,-12.3,-4.5
1957-02-02,108,-3.2,-10.4,1.6
1957-02-03,108,2,-1.1,5.4
1957-02-04,108,1.8,-0.3,5.5
1957-02-05,108,2.1,-2.2,6.2
1957-02-06,108,0.6,-0.9,2.9
1957-02-07,108,1.2,-1.6,3.4
1957-02-08,108,0.5,-3.8,4.1
1957-02-09,108,-10.1,-14,-3.6
1957-02-10,108,-13.6,-15.8,-10.3
1957-02-11,108,-12.3,-17.3,-7.2
1957-02-12,108,-9.6,-14.1,-4.4
1957-02-13,108,-7.7,-13.8,-2.5
1957-02-14,108,-2.7,-8.3,0.9
1957-02-15,108,-3.7,-9.6,-0.1
1957-02-16,108,-8,-11.4,-4.2
1957-02-17,108,-6.9,-11.7,-2.8
1957-02-18,108,-6.4,-10.3,-2.3
1957-02-19,108,-8.6,-13.4,-3.8
1957-02-20,108,-3.9,-9.2,0
1957-02-21,108,-2.1,-5.7,1.4
1957-02-22,108,-1.7,-7.3,3.7
1957-02-23,108,-4.2,-7.5,0
1957-02-24,108,-4.7,-9.5,0.1
1957-02-25,108,-1.7,-4.9,1.2
1957-02-26,108,-3.1,-6.8,1.7
1957-02-27,108,-3.3,-7.5,0.8
1957-02-28,108,-2.5,-6.3,2.3
1957-03-01,108,-1.3,-7.8,4.9
1957-03-02,108,4.3,-1.8,10.6
1957-03-03,108,3.8,1.6,5.1
1957-03-04,108,-1.6,-4.5,1.8
1957-03-05,108,-3.4,-6,0.8
1957-03-06,108,-3.4,-6.7,1.4
1957-03-07,108,-0.3,-5.2,4.5
1957-03-08,108,-0.5,-2.7,2.9
1957-03-09,108,-3.2,-5.6,-1.8
1957-03-10,108,-3.3,-7,-1.1
1957-03-11,108,-3.7,-7.1,1
1957-03-12,108,-5.7,-9.4,-1.2
1957-03-13,108,-5.4,-9.5,-0.6
1957-03-14,108,-4.5,-8.7,0.6
1957-03-15,108,-2.4,-7.9,4.4
1957-03-16,108,0.1,-3.8,4.9
1957-03-17,108,2.1,-0.1,6.5
1957-03-18,108,3.1,-0.2,7.9
1957-03-19,108,4,-1,9.8
1957-03-20,108,2.5,-3.2,9
1957-03-21,108,2.4,-2.3,7.5
1957-03-22,108,-0.2,-4.3,5.7
1957-03-23,108,0.3,-1.3,5.8
1957-03-24,108,0.5,-2.3,4.2
1957-03-25,108,-0.5,-3,3.5
1957-03-26,108,-0.2,-2.9,3.5
1957-03-27,108,0.7,-4.1,6.4
1957-03-28,108,2.8,-0.5,7.9
1957-03-29,108,6.9,0.6,13.8
1957-03-30,108,5.1,0,9.5
1957-03-31,108,1.9,-2.1,6.4
1957-04-01,108,1.5,-2.7,6.9
1957-04-02,108,3,-2,8.6
1957-04-03,108,3.5,-1.8,10.6
1957-04-04,108,5.9,-0.8,13
1957-04-05,108,8.7,3.5,15
1957-04-06,108,9.8,2.1,17.7
1957-04-07,108,11.8,4.4,20.5
1957-04-08,108,13.5,5.6,22.2
1957-04-09,108,10.3,6.7,19.8
1957-04-10,108,4.2,2.8,6.5
1957-04-11,108,4.9,3.2,5.8
1957-04-12,108,5.9,3.1,10.9
1957-04-13,108,6.9,1.3,14.9
1957-04-14,108,6.3,3.8,10.9
1957-04-15,108,6.7,0.8,13.1
1957-04-16,108,8.3,3.6,15.5
1957-04-17,108,10.7,2.7,19.5
1957-04-18,108,13,5.7,20.4
1957-04-19,108,12.1,10.5,15.1
1957-04-20,108,12.8,8.5,17.8
1957-04-21,108,16.4,7.5,23.3
1957-04-22,108,16.2,13.8,21.2
1957-04-23,108,15.9,13.3,19.2
1957-04-24,108,18.3,15.2,23.9
1957-04-25,108,13.9,9.1,17.6
1957-04-26,108,11.7,6.5,18
1957-04-27,108,13.8,8.3,21.7
1957-04-28,108,14.6,8,22.7
1957-04-29,108,17,8.7,26.3
1957-04-30,108,13,9.8,18.7
1957-05-01,108,14.7,8,22.1
1957-05-02,108,17.1,12.4,23.3
1957-05-03,108,14.7,11,20.3
1957-05-04,108,14.6,11.4,20.9
1957-05-05,108,13.9,10.4,20.5
1957-05-06,108,13.8,9.3,19.6
1957-05-07,108,15.4,10.8,22.6
1957-05-08,108,14.6,10.3,21.5
1957-05-09,108,16.8,10,24.1
1957-05-10,108,17.7,9.9,26.8
1957-05-11,108,18,15.6,23
1957-05-12,108,13.3,9,18.2
1957-05-13,108,11.7,8,16.6
1957-05-14,108,15.9,8.6,24.3
1957-05-15,108,18.2,11,27.6
1957-05-16,108,18.8,11.2,27.6
1957-05-17,108,16.8,11.3,23.9
1957-05-18,108,17.4,13.7,22.5
1957-05-19,108,18.9,14.2,25.5
1957-05-20,108,15.5,12.1,20.4
1957-05-21,108,18.2,10.9,26.1
1957-05-22,108,19.9,12.7,29.2
1957-05-23,108,21.5,13.4,29.8
1957-05-24,108,16.1,12.2,20.1
1957-05-25,108,17.6,12.5,25.2
1957-05-26,108,19.6,13.5,26.7
1957-05-27,108,20,15.3,26.9
1957-05-28,108,19.7,14.9,24.2
1957-05-29,108,18.5,14.7,24.7
1957-05-30,108,19.9,13.4,26.8
1957-05-31,108,16.6,12.8,21.8
1957-06-01,108,18.5,12.8,26.1
1957-06-02,108,17,12.4,22.9
1957-06-03,108,17.8,12.7,25.3
1957-06-04,108,19.4,12.6,25.9
1957-06-05,108,18.8,16.6,20.3
1957-06-06,108,16.3,13.7,18.8
1957-06-07,108,17.3,11.8,25.8
1957-06-08,108,18.3,11.8,25.5
1957-06-09,108,19.9,13.9,27.7
1957-06-10,108,18.8,15.6,26.6
1957-06-11,108,19.8,15.9,25.7
1957-06-12,108,20.9,17.5,26
1957-06-13,108,20.7,17.6,26.4
1957-06-14,108,20.7,16.6,27.8
1957-06-15,108,22.3,17.6,28.3
1957-06-16,108,21.5,19.1,26.1
1957-06-17,108,23,18.7,28.5
1957-06-18,108,21.2,17.9,26.5
1957-06-19,108,18.9,17.6,20.4
1957-06-20,108,19.9,18.4,22.8
1957-06-21,108,20.1,17.3,24.3
1957-06-22,108,18.6,17.2,24.6
1957-06-23,108,19.3,16,25.2
1957-06-24,108,19.6,14.3,27.5
1957-06-25,108,20.9,16.2,27.5
1957-06-26,108,20.1,18,23.1
1957-06-27,108,22.9,16.9,29.8
1957-06-28,108,23.2,16.9,31.4
1957-06-29,108,22.4,18,29.5
1957-06-30,108,23.9,17.9,32.5
1957-07-01,108,22.9,18.2,30.7
1957-07-02,108,22.3,19.5,26.3
1957-07-03,108,19.5,18.2,22.4
1957-07-04,108,20.1,18.7,25.6
1957-07-05,108,21,18,25.9
1957-07-06,108,23.9,18.8,30.7
1957-07-07,108,21,19.9,22.3
1957-07-08,108,20.6,18.3,23.1
1957-07-09,108,19.8,18.3,21.6
1957-07-10,108,21,17.8,25.4
1957-07-11,108,22.6,20.7,25.7
1957-07-12,108,21,19.9,23.9
1957-07-13,108,22.3,20.5,24.5
1957-07-14,108,22,19.5,26.4
1957-07-15,108,22.5,20.2,24.7
1957-07-16,108,23.8,21.9,25.2
